"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"EPHA41",1.7789187697617e-05,0.420601249168384,0.287,0.123,0.053367563092851,"X9_NK1","EPHA4"
"EBF4",2.05496047661167e-05,2.24816687516475,0.133,0.061,0.0616488142983501,"X9_NK1","EBF4"
"CYTL1",2.60466932591293e-05,2.36242391080948,0.118,0.014,0.0781400797773879,"X9_NK1","CYTL1"
"AC007038.7",2.72320601205202e-05,1.71617408787374,0.193,0.123,0.0816961803615607,"X9_NK1","AC007038.7"
"HMGB21",2.77682965485944e-05,2.93252012694116,0.324,0.37,0.0833048896457833,"X9_NK1","HMGB2"
"HBA2",2.80644851875829e-05,0.918674388935685,0.225,0.067,0.0841934555627486,"X9_NK1","HBA2"
"HIST1H4E",2.85160252678491e-05,1.49333453763788,0.282,0.155,0.0855480758035473,"X9_NK1","HIST1H4E"
"HIST1H2BG1",3.17528043076792e-05,1.37526157117269,0.126,0.132,0.0952584129230377,"X9_NK1","HIST1H2BG"
"C8G",3.44018290759846e-05,0.838389040492899,0.13,0.042,0.103205487227954,"X9_NK1","C8G"
"RP11-435O5.51",3.82992296951826e-05,2.08306285899426,0.208,0.069,0.114897689085548,"X9_NK1","RP11-435O5.5"
"PTTG11",3.84852091373605e-05,1.86812095691864,0.188,0.1,0.115455627412082,"X9_NK1","PTTG1"
"SPATA9",3.98672416422206e-05,1.92394105485779,0.124,0.006,0.119601724926662,"X9_NK1","SPATA9"
"LIMA11",4.37891483241175e-05,1.79105622995859,0.198,0.131,0.131367444972352,"X9_NK1","LIMA1"
"ZNF1061",4.64961567814643e-05,0.699697767460639,0.192,0.269,0.139488470344393,"X9_NK1","ZNF106"
"GP6",4.78210816836169e-05,1.06440992137401,0.185,0.028,0.143463245050851,"X9_NK1","GP6"
"STAM-AS1",4.82272886718715e-05,2.83036440736419,0.274,0.088,0.144681866015614,"X9_NK1","STAM-AS1"
"GATA2",6.10404015263177e-05,1.48756610638122,0.158,0.007,0.183121204578953,"X9_NK1","GATA2"
"VLDLR1",8.12617501728577e-05,1.6329655138603,0.12,0.027,0.243785250518573,"X9_NK1","VLDLR"
"TIE1",9.04659752895471e-05,0.887371529757988,0.154,0.014,0.271397925868641,"X9_NK1","TIE1"
"CTB-58E17.3",0.00011537644940875,1.09405516957171,0.109,0.022,0.346129348226249,"X9_NK1","CTB-58E17.3"
"AP000769.12",0.000126715614049697,1.22765302850267,0.352,0.269,0.380146842149093,"X9_NK1","AP000769.1"
"RP11-395B7.42",0.000132665963386854,1.9919948809465,0.163,0.066,0.397997890160562,"X9_NK1","RP11-395B7.4"
"RTN4RL2",0.000148749997565753,1.76308357967395,0.104,0.014,0.446249992697259,"X9_NK1","RTN4RL2"
"PAQR41",0.000162977945152916,0.345352303022782,0.189,0.076,0.488933835458749,"X9_NK1","PAQR4"
"RP11-356I2.42",0.000176522095700894,0.30847045474968,0.237,0.109,0.529566287102683,"X9_NK1","RP11-356I2.4"
"DDTL",0.000183948426602226,3.7916779011407,0.225,0.08,0.551845279806678,"X9_NK1","DDTL"
"SPC24",0.000216584810713824,1.40502672569346,0.176,0.042,0.649754432141471,"X9_NK1","SPC24"
"TMEM1712",0.000243807545804479,1.20395818083983,0.115,0.021,0.731422637413436,"X9_NK1","TMEM171"
"PKN3",0.000300048848093693,2.06524143131791,0.143,0.038,0.900146544281078,"X9_NK1","PKN3"
"CCDC150",0.000309449451775403,1.49782515953508,0.176,0.041,0.928348355326211,"X9_NK1","CCDC150"
"CMYA5",0.000365691001692492,1.97514611580034,0.127,0.017,1,"X9_NK1","CMYA5"
"FAM95B1",0.000409217477571954,0.936654215595293,0.162,0.048,1,"X9_NK1","FAM95B1"
"AC006547.15",0.000512197321259744,0.572901197001364,0.203,0.067,1,"X9_NK1","AC006547.15"
"FRMPD3",0.000535346010438223,2.79779949687652,0.162,0.038,1,"X9_NK1","FRMPD3"
"IGSF101",0.000567085593020846,1.92403288520428,0.127,0.018,1,"X9_NK1","IGSF10"
"RP11-235E17.21",0.000569623760228028,1.92271578177384,0.155,0.049,1,"X9_NK1","RP11-235E17.2"
"CTNNAL1",0.000702657912423834,1.54622885018333,0.17,0.072,1,"X9_NK1","CTNNAL1"
"MEX3A1",0.00074215031414639,0.639278465253511,0.16,0.03,1,"X9_NK1","MEX3A"
"ZBTB8A",0.000850790509555954,1.13041118084691,0.212,0.078,1,"X9_NK1","ZBTB8A"
"ANKRD13B1",0.000874233600884828,1.05915666956009,0.174,0.018,1,"X9_NK1","ANKRD13B"
"Z69720.2",0.000938153368725278,0.551088810591938,0.136,0.067,1,"X9_NK1","Z69720.2"
"RP11-110I1.14",0.000941264977969521,0.666517389647218,0.151,0.018,1,"X9_NK1","RP11-110I1.14"
"NINL1",0.00105263362346559,2.37648982692774,0.119,0.035,1,"X9_NK1","NINL"
"ABHD11-AS1",0.00123394343603977,1.58104603632473,0.117,0.036,1,"X9_NK1","ABHD11-AS1"
"GMPR",0.00125617160471798,10.7305210313124,0.113,0.037,1,"X9_NK1","GMPR"
"AC004156.3",0.00136141789096377,0.737082843827789,0.161,0.026,1,"X9_NK1","AC004156.3"
"ZNF802",0.00136619662875589,1.2646904058717,0.189,0.056,1,"X9_NK1","ZNF80"
"TDRD122",0.0014364603832657,1.13703954514799,0.112,0.03,1,"X9_NK1","TDRD12"
"PTGIS",0.00144837122724549,1.3254411319424,0.135,0.014,1,"X9_NK1","PTGIS"
"RP11-547D23.1",0.00197379158397882,1.83190208682192,0.172,0.057,1,"X9_NK1","RP11-547D23.1"
"SMG8",0.0026132118284135,2.35961549911193,0.252,0.097,1,"X9_NK1","SMG8"
"PLCXD21",0.00266144521501289,1.84246339122144,0.165,0.062,1,"X9_NK1","PLCXD2"
"AP001189.4",0.00290444684267641,1.29231173329669,0.113,0.059,1,"X9_NK1","AP001189.4"
"ZNRF3-AS1",0.00367047234455452,1.2620961723002,0.126,0.04,1,"X9_NK1","ZNRF3-AS1"
"OVCH1-AS1",0.00374087453410253,1.55978502264955,0.106,0.038,1,"X9_NK1","OVCH1-AS1"
"TMEM56-RWDD3",0.00395021344553141,1.68252741139022,0.136,0.031,1,"X9_NK1","TMEM56-RWDD3"
"SYNGR3",0.00440501405562375,1.15800212998796,0.129,0.025,1,"X9_NK1","SYNGR3"
"C16orf59",0.00453855857520655,0.372417721596044,0.121,0.022,1,"X9_NK1","C16orf59"
"ATP13A4",0.00467099188777641,0.696442198045364,0.115,0.033,1,"X9_NK1","ATP13A4"
"RP11-4B16.4",0.00579354279049783,0.546972571019261,0.16,0.073,1,"X9_NK1","RP11-4B16.4"
"PCSK6",0.0058016203273911,2.55166810132152,0.114,0.028,1,"X9_NK1","PCSK6"
"MIR210HG1",0.00586191886119197,1.44509990463348,0.151,0.068,1,"X9_NK1","MIR210HG"
"PYGM",0.00611375218398498,1.7603744790254,0.217,0.098,1,"X9_NK1","PYGM"
"RP11-384C4.7",0.00624140920748248,1.6027600330039,0.19,0.092,1,"X9_NK1","RP11-384C4.7"
"RP11-403I13.5",0.00657113722973494,2.17777652370471,0.154,0.064,1,"X9_NK1","RP11-403I13.5"
"CENPK1",0.00685877759348746,2.83435032287076,0.212,0.15,1,"X9_NK1","CENPK"
"FCGR3B",0.00697146005566586,0.493919127924702,0.142,0.017,1,"X9_NK1","FCGR3B"
"RP1-8B1.4",0.00725170660710566,3.62459540473605,0.157,0.063,1,"X9_NK1","RP1-8B1.4"
"IDH1-AS1",0.00755214876517667,0.666120796761131,0.126,0.064,1,"X9_NK1","IDH1-AS1"
"CHODL",0.00932894905468222,1.32568600137277,0.103,0.018,1,"X9_NK1","CHODL"
"ZNF37A1",0.00993006181662066,0.49603200315686,0.249,0.194,1,"X9_NK1","ZNF37A"
"IL4R",0,16.3350526823354,0.739,0.11,0,"X8_B1","IL4R"
"PLPP5",0,14.4482244124396,0.755,0.07,0,"X8_B1","PLPP5"
"MEF2C",0,13.9962619471023,0.845,0.134,0,"X8_B1","MEF2C"
"KCNG1",0,13.8689724975558,0.321,0.009,0,"X8_B1","KCNG1"
"RP11-231C14.7",0,11.1348405994085,0.641,0.046,0,"X8_B1","RP11-231C14.7"
"FCER2",0,10.3888283091521,0.671,0.022,0,"X8_B1","FCER2"
"BCL7A",0,9.97136172297938,0.483,0.041,0,"X8_B1","BCL7A"
"CDCA7L",0,8.87252959293316,0.479,0.067,0,"X8_B1","CDCA7L"
"COL19A1",0,8.57735686496762,0.409,0.018,0,"X8_B1","COL19A1"
"ADK",0,8.36366256588081,0.563,0.123,0,"X8_B1","ADK"
"HVCN1",0,8.30633176532344,0.824,0.115,0,"X8_B1","HVCN1"
"ADAM28",0,8.10211445493666,0.556,0.041,0,"X8_B1","ADAM28"
"CD221",0,8.01485882128009,0.738,0.037,0,"X8_B1","CD22"
"CXCR4",0,7.81698155130946,0.796,0.35,0,"X8_B1","CXCR4"
"HLA-DOA",0,7.33241354500253,0.448,0.056,0,"X8_B1","HLA-DOA"
"CD200",0,7.27103136857846,0.395,0.019,0,"X8_B1","CD200"
"VPREB3",0,7.10307104120501,0.723,0.034,0,"X8_B1","VPREB3"
"PLEKHF2",0,6.92463427311632,0.512,0.107,0,"X8_B1","PLEKHF2"
"STRBP",0,6.7012851305737,0.572,0.109,0,"X8_B1","STRBP"
"HLA-DOB",0,6.33476381289473,0.56,0.031,0,"X8_B1","HLA-DOB"
"CD37",0,6.03550364085176,0.991,0.271,0,"X8_B1","CD37"
"RP11-164H13.1",0,6.00951737241927,0.395,0.003,0,"X8_B1","RP11-164H13.1"
"SNX22",0,5.97209596222115,0.468,0.025,0,"X8_B1","SNX22"
"TCL1A",0,5.93492073343603,0.951,0.008,0,"X8_B1","TCL1A"
"PAX5",0,5.8482197382384,0.56,0.028,0,"X8_B1","PAX5"
"FCRL1",0,5.80089192440858,0.519,0.022,0,"X8_B1","FCRL1"
"PHACTR1",0,5.68457296044403,0.424,0.052,0,"X8_B1","PHACTR1"
"BACH2",0,5.55932506272758,0.536,0.147,0,"X8_B1","BACH2"
"STX7",0,5.41843323131216,0.842,0.213,0,"X8_B1","STX7"
"CD180",0,5.23927776570866,0.437,0.076,0,"X8_B1","CD180"
"MARCH1",0,5.01384651782794,0.73,0.188,0,"X8_B1","MARCH1"
"ZCCHC7",0,4.92636290833449,0.549,0.167,0,"X8_B1","ZCCHC7"
"PCDH9",0,4.79455743697434,0.551,0.017,0,"X8_B1","PCDH9"
"IGHD",0,4.57202271923247,0.954,0.025,0,"X8_B1","IGHD"
"TPD52",0,4.3739466324831,0.504,0.103,0,"X8_B1","TPD52"
"RP11-693J15.5",0,4.12275224594475,0.628,0.03,0,"X8_B1","RP11-693J15.5"
"QRSL1",0,3.82620424097144,0.519,0.096,0,"X8_B1","QRSL1"
"CD72",0,3.69627403726756,0.571,0.033,0,"X8_B1","CD72"
"RALGPS2",0,3.60775446636813,0.862,0.082,0,"X8_B1","RALGPS2"
"LINC00926",0,3.60037639822472,0.845,0.043,0,"X8_B1","LINC00926"
"SNX2",0,3.46481417006671,0.808,0.243,0,"X8_B1","SNX2"
"CYB561A3",0,3.10874488877328,0.55,0.127,0,"X8_B1","CYB561A3"
"REL1",0,3.10387267304373,0.684,0.283,0,"X8_B1","REL"
"PNOC",0,3.0154887191604,0.385,0.029,0,"X8_B1","PNOC"
"IGKC",0,2.98792325810777,0.703,0.041,0,"X8_B1","IGKC"
"CD79B",0,2.86560083925085,0.975,0.118,0,"X8_B1","CD79B"
"IGLC2",0,2.60304364084891,0.477,0.032,0,"X8_B1","IGLC2"
"GAPT",0,2.43724100665388,0.586,0.118,0,"X8_B1","GAPT"
"ORAI2",0,2.26450468902295,0.567,0.154,0,"X8_B1","ORAI2"
"CD79A",0,2.14857338868122,0.978,0.072,0,"X8_B1","CD79A"
"TNFRSF13C",0,2.08873209586568,0.684,0.05,0,"X8_B1","TNFRSF13C"
"AFF3",0,2.06706158349525,0.629,0.054,0,"X8_B1","AFF3"
"BIRC31",0,1.97332149905757,0.7,0.264,0,"X8_B1","BIRC3"
"P2RX5",0,1.88676595846285,0.436,0.054,0,"X8_B1","P2RX5"
"IGLC3",0,1.861289947218,0.355,0.025,0,"X8_B1","IGLC3"
"HLA-DMB1",0,1.76032974326147,0.839,0.183,0,"X8_B1","HLA-DMB"
"GNG7",0,1.67237046846909,0.405,0.055,0,"X8_B1","GNG7"
"FAM129C",0,1.65090498523119,0.558,0.033,0,"X8_B1","FAM129C"
"PKIG",0,1.64226819991614,0.472,0.034,0,"X8_B1","PKIG"
"IGHM",0,1.55062202929732,0.943,0.045,0,"X8_B1","IGHM"
"CD19",0,1.26827649852538,0.371,0.022,0,"X8_B1","CD19"
"HLA-DRA1",0,1.1933688151624,0.999,0.19,0,"X8_B1","HLA-DRA"
"JUN1",0,0.946328707328931,0.524,0.08,0,"X8_B1","JUN"
"MS4A1",0,0.804064416896825,0.978,0.063,0,"X8_B1","MS4A1"
"BANK1",0,0.469534053383574,0.87,0.057,0,"X8_B1","BANK1"
"CD40",0,0.405686349945292,0.57,0.064,0,"X8_B1","CD40"
"SPIB",3.40173090343323e-318,4.87787552719519,0.506,0.042,1.02051927102997e-314,"X8_B1","SPIB"
"BTK",1.6043228139559e-312,1.31679837395711,0.51,0.117,4.81296844186771e-309,"X8_B1","BTK"
"FCMR1",1.76843710383747e-309,0.859622130247506,0.631,0.281,5.30531131151242e-306,"X8_B1","FCMR"
"KIAA0226L",2.97657408694185e-308,3.60137644991339,0.383,0.038,8.92972226082555e-305,"X8_B1","KIAA0226L"
"RASGRP3",7.84640219377254e-305,9.24358839284168,0.38,0.043,2.35392065813176e-301,"X8_B1","RASGRP3"
"BTLA",4.58528386504606e-304,5.75787864783476,0.409,0.071,1.37558515951382e-300,"X8_B1","BTLA"
"YBX3",6.5684892812613e-304,8.17812710752638,0.56,0.162,1.97054678437839e-300,"X8_B1","YBX3"
"BLK",1.8231707577645e-295,1.95781759964487,0.475,0.046,5.46951227329349e-292,"X8_B1","BLK"
"FCRL2",1.51598047474572e-291,1.61378697932052,0.469,0.031,4.54794142423716e-288,"X8_B1","FCRL2"
"FAM69B",2.89796406356878e-274,15.5771559867095,0.32,0.011,8.69389219070634e-271,"X8_B1","FAM69B"
"MBD4",6.16322255761937e-269,2.45055646721311,0.609,0.223,1.84896676728581e-265,"X8_B1","MBD4"
"HLA-DQA2",1.20259687714624e-267,0.513389461225561,0.453,0.071,3.60779063143872e-264,"X8_B1","HLA-DQA2"
"PAWR",2.52202318114645e-266,2.24881447963874,0.38,0.041,7.56606954343935e-263,"X8_B1","PAWR"
"CNTNAP2",3.61650226261428e-262,9.3452807413208,0.297,0.01,1.08495067878428e-258,"X8_B1","CNTNAP2"
"SMIM14",3.42342266584335e-259,3.92885373734365,0.518,0.16,1.02702679975301e-255,"X8_B1","SMIM14"
"CXXC5",1.55829878997887e-257,7.50127689575662,0.564,0.128,4.67489636993661e-254,"X8_B1","CXXC5"
"BTG13",7.5112860571415e-256,1.9213769501708,0.733,0.418,2.25338581714245e-252,"X8_B1","BTG1"
"AP001059.7",1.30153575132332e-254,5.07969545788288,0.334,0.035,3.90460725396996e-251,"X8_B1","AP001059.7"
"KIAA0040",7.91709410151396e-246,6.22120068255326,0.554,0.158,2.37512823045419e-242,"X8_B1","KIAA0040"
"RAB30",1.14070090983229e-243,9.11104981977963,0.396,0.082,3.42210272949688e-240,"X8_B1","RAB30"
"DSP",8.00403667323044e-243,4.90068564126409,0.298,0.007,2.40121100196913e-239,"X8_B1","DSP"
"ISG201",3.30338859743429e-240,2.58975582021039,0.701,0.401,9.91016579230287e-237,"X8_B1","ISG20"
"GABPB1-AS1",6.01651805722198e-240,2.87489464465463,0.583,0.291,1.80495541716660e-236,"X8_B1","GABPB1-AS1"
"ABCB4",5.19233217766473e-236,10.0799042144984,0.271,0.019,1.55769965329942e-232,"X8_B1","ABCB4"
"TCTN1",7.29919779138156e-233,15.655096806215,0.325,0.065,2.18975933741447e-229,"X8_B1","TCTN1"
"C16orf74",2.89635147882342e-231,0.835530710236944,0.39,0.094,8.68905443647026e-228,"X8_B1","C16orf74"
"ADAM19",3.86348888720378e-227,3.64116947525904,0.419,0.09,1.15904666616113e-223,"X8_B1","ADAM19"
"FAM3C",9.10179841467856e-225,4.34382014477017,0.416,0.112,2.73053952440357e-221,"X8_B1","FAM3C"
"SEL1L3",1.57178004152831e-224,3.50725387039246,0.406,0.102,4.71534012458492e-221,"X8_B1","SEL1L3"
"PMEPA1",2.2175600545071e-224,5.44141098796965,0.396,0.056,6.65268016352131e-221,"X8_B1","PMEPA1"
"TSPAN33",1.81888600918149e-214,6.36604377867862,0.397,0.076,5.45665802754446e-211,"X8_B1","TSPAN33"
"IFT57",3.15576752588466e-210,0.480569013361578,0.424,0.129,9.46730257765399e-207,"X8_B1","IFT57"
"MACROD2",1.18706255494649e-206,3.51014542480099,0.232,0.008,3.56118766483948e-203,"X8_B1","MACROD2"
"LYL1",4.23589628730217e-206,1.49961466492551,0.481,0.146,1.27076888619065e-202,"X8_B1","LYL1"
"CXCR5",4.81554733663137e-205,4.7888695298406,0.317,0.064,1.44466420098941e-201,"X8_B1","CXCR5"
"TLR10",4.52176994009484e-201,3.60418045796269,0.413,0.042,1.35653098202845e-197,"X8_B1","TLR10"
"RP11-796E2.4",1.58428666997965e-200,4.43830522846421,0.442,0.165,4.75286000993896e-197,"X8_B1","RP11-796E2.4"
"FADS3",3.21869973368351e-198,3.4737649216585,0.353,0.053,9.65609920105052e-195,"X8_B1","FADS3"
"LARGE",1.3912626534934e-192,6.35147659615396,0.331,0.025,4.1737879604802e-189,"X8_B1","LARGE"
"MT-ND3",2.79387662940164e-192,0.429076506851555,0.738,0.419,8.38162988820492e-189,"X8_B1","MT-ND3"
"OSBPL10",2.87284807070341e-184,0.769674749690719,0.413,0.045,8.61854421211023e-181,"X8_B1","OSBPL10"
"MTPN",8.05947391227437e-177,0.643086087151378,0.709,0.356,2.41784217368231e-173,"X8_B1","MTPN"
"MARCH3",6.88582743536668e-176,5.59151006911581,0.333,0.067,2.06574823061e-172,"X8_B1","MARCH3"
"POU2AF1",1.01226135690424e-175,2.19748679816776,0.293,0.031,3.03678407071271e-172,"X8_B1","POU2AF1"
"FAM177B",2.17901687495297e-171,6.14658559167388,0.234,0.018,6.53705062485891e-168,"X8_B1","FAM177B"
"FCGR2B",1.58792775928926e-170,0.748387692346311,0.364,0.081,4.76378327786778e-167,"X8_B1","FCGR2B"
"CLCN4",1.51583434351187e-168,8.61547636796854,0.277,0.02,4.5475030305356e-165,"X8_B1","CLCN4"
"FCRL5",1.87569352304752e-164,1.75379105357663,0.307,0.022,5.62708056914257e-161,"X8_B1","FCRL5"
"KHDRBS2",2.94045733985152e-163,6.39407993741619,0.306,0.03,8.82137201955456e-160,"X8_B1","KHDRBS2"
"LAT21",4.15722993381853e-162,3.83156400645819,0.427,0.142,1.24716898014556e-158,"X8_B1","LAT2"
"BASP1",2.35563415646644e-161,3.14343244655539,0.435,0.098,7.06690246939933e-158,"X8_B1","BASP1"
"FCRL3",3.95529191457093e-161,4.07999091628763,0.39,0.097,1.18658757437128e-157,"X8_B1","FCRL3"
"RP11-297B17.3",1.57854234965228e-160,7.77492098036796,0.216,0.014,4.73562704895683e-157,"X8_B1","RP11-297B17.3"
"AP001059.6",2.21990809191983e-159,8.47338098557606,0.264,0.033,6.65972427575949e-156,"X8_B1","AP001059.6"
"PPM1K",9.61318769823454e-155,2.88132992250146,0.502,0.22,2.88395630947036e-151,"X8_B1","PPM1K"
"EBF1",9.18769907519102e-152,6.22634581170637,0.271,0.025,2.75630972255731e-148,"X8_B1","EBF1"
"HS3ST1",1.09565041526038e-150,10.0193654206119,0.262,0.032,3.28695124578113e-147,"X8_B1","HS3ST1"
"P2RY14",5.25327645950645e-150,2.25019404260168,0.274,0.035,1.57598293785194e-146,"X8_B1","P2RY14"
"LAPTM51",1.13383346987455e-149,0.885445732210632,0.666,0.405,3.40150040962364e-146,"X8_B1","LAPTM5"
"KLHL14",6.25734827820918e-144,2.95306368261171,0.295,0.014,1.87720448346276e-140,"X8_B1","KLHL14"
"SCN3A",9.12046758206388e-142,4.46036158453903,0.258,0.007,2.73614027461917e-138,"X8_B1","SCN3A"
"CNR2",8.40422018975725e-133,0.462784771503877,0.301,0.048,2.52126605692717e-129,"X8_B1","CNR2"
"KCNH8",3.95902878539903e-131,8.59972362517691,0.249,0.008,1.18770863561971e-127,"X8_B1","KCNH8"
"SH3BP51",1.32855781762172e-130,0.532625514977599,0.56,0.274,3.98567345286516e-127,"X8_B1","SH3BP5"
"ID3",2.60569239449909e-129,1.88421966623526,0.44,0.184,7.81707718349728e-126,"X8_B1","ID3"
"LY861",4.10640443970298e-129,0.68983027986796,0.39,0.141,1.23192133191089e-125,"X8_B1","LY86"
"SP140",4.94205836859871e-129,2.05902774758407,0.457,0.182,1.48261751057961e-125,"X8_B1","SP140"
"SLC2A5",2.46061456780492e-128,0.945116222400749,0.272,0.011,7.38184370341475e-125,"X8_B1","SLC2A5"
"LINC01013",4.1336744121494e-127,4.18510702249312,0.246,0.004,1.24010232364482e-123,"X8_B1","LINC01013"
"PRKCB",8.3786985536153e-126,0.250454674690331,0.579,0.338,2.51360956608459e-122,"X8_B1","PRKCB"
"LL22NC03-2H8.51",1.100726204489e-125,2.5166423706697,0.408,0.159,3.30217861346699e-122,"X8_B1","LL22NC03-2H8.5"
"RPL13A1",1.1185117158716e-125,0.337354769885329,0.744,0.51,3.35553514761481e-122,"X8_B1","RPL13A"
"RP9",4.21645832190585e-123,5.66058318031546,0.358,0.136,1.26493749657175e-119,"X8_B1","RP9"
"C1orf220",1.191128996336e-122,2.19899799621043,0.306,0.037,3.57338698900799e-119,"X8_B1","C1orf220"
"CCDC191",3.03269185790504e-120,7.13696303310607,0.307,0.075,9.09807557371513e-117,"X8_B1","CCDC191"
"MT-ATP63",4.23439167559233e-118,0.495315335155185,0.671,0.434,1.2703175026777e-114,"X8_B1","MT-ATP6"
"PLEKHG1",1.19944383329014e-117,2.4030477341184,0.302,0.032,3.59833149987041e-114,"X8_B1","PLEKHG1"
"KLF21",6.35458844681141e-116,0.932994690725673,0.649,0.427,1.90637653404342e-112,"X8_B1","KLF2"
"MARCKSL1",3.1157099921284e-113,5.39651518043053,0.411,0.21,9.3471299763852e-110,"X8_B1","MARCKSL1"
"RRAS21",1.66330178515943e-111,2.00006639912364,0.315,0.096,4.9899053554783e-108,"X8_B1","RRAS2"
"ZNF922",1.12218287926053e-106,2.96773270304358,0.367,0.155,3.3665486377816e-103,"X8_B1","ZNF92"
"FAM111B",1.4671541111655e-106,2.51520747001858,0.276,0.016,4.4014623334965e-103,"X8_B1","FAM111B"
"SPON1",9.95707317551345e-101,7.50087896131724,0.261,0.078,2.98712195265404e-97,"X8_B1","SPON1"
"CLEC17A",1.65685367569063e-97,3.22436908840201,0.282,0.017,4.97056102707188e-94,"X8_B1","CLEC17A"
"METTL8",1.15931241514383e-95,4.72054203154874,0.334,0.097,3.47793724543149e-92,"X8_B1","METTL8"
"ICOSLG",4.01851286094545e-95,4.25054585774038,0.246,0.079,1.20555385828363e-91,"X8_B1","ICOSLG"
"VAV3",4.39911268015101e-94,2.222561176331,0.369,0.15,1.3197338040453e-90,"X8_B1","VAV3"
"SPRY1",6.32172768717622e-94,10.1103578085868,0.288,0.072,1.89651830615287e-90,"X8_B1","SPRY1"
"BACE2",2.96751284916617e-93,0.451211980585985,0.28,0.024,8.9025385474985e-90,"X8_B1","BACE2"
"AC007880.1",1.51268449351495e-92,8.46356849790906,0.242,0.019,4.53805348054484e-89,"X8_B1","AC007880.1"
"HIST1H1C1",5.56436323647702e-92,5.11467248547501,0.395,0.207,1.66930897094311e-88,"X8_B1","HIST1H1C"
"CLIC4",7.40359078502002e-92,3.44545476480437,0.294,0.063,2.22107723550601e-88,"X8_B1","CLIC4"
"FAM43A1",6.90281497122276e-90,2.79203790985143,0.32,0.102,2.07084449136683e-86,"X8_B1","FAM43A"
"PEG10",9.86362516229297e-88,3.83186196319049,0.271,0.043,2.95908754868789e-84,"X8_B1","PEG10"
"TREML2",3.22320586806102e-87,8.65416258677266,0.263,0.035,9.66961760418307e-84,"X8_B1","TREML2"
