"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"OST43",1.70196920609867e-12,0.600453754945054,0.696,0.437,5.10590761829601e-09,"X22_pDC","OST4"
"TBC1D41",4.04036430329623e-12,1.49964749580578,0.491,0.155,1.21210929098887e-08,"X22_pDC","TBC1D4"
"MYL65",4.16080731832466e-12,0.278765597903514,0.741,0.408,1.2482421954974e-08,"X22_pDC","MYL6"
"C16orf591",4.75449866875812e-12,3.1973000674453,0.661,0.025,1.42634960062744e-08,"X22_pDC","C16orf59"
"ACTR24",1.54589431194799e-11,1.13039792720639,0.643,0.399,4.63768293584398e-08,"X22_pDC","ACTR2"
"DNAJC14",1.90925499119403e-11,2.31471435427592,0.812,0.217,5.72776497358208e-08,"X22_pDC","DNAJC1"
"SLC20A11",2.0583801061709e-11,2.15924601593361,0.375,0.173,6.17514031851269e-08,"X22_pDC","SLC20A1"
"ATOX13",7.91086980349814e-11,1.46348540119242,0.473,0.192,2.37326094104944e-07,"X22_pDC","ATOX1"
"RP5-827C21.61",9.3764992197977e-11,2.84689694091568,0.661,0.025,2.81294976593931e-07,"X22_pDC","RP5-827C21.6"
"AC007381.3",1.20212357607518e-10,3.39542447960017,0.67,0.006,3.60637072822553e-07,"X22_pDC","AC007381.3"
"HNRNPH12",2.47111080401585e-09,3.87458062877084,0.509,0.357,7.41333241204754e-06,"X22_pDC","HNRNPH1"
"VCL",4.77318460238923e-09,2.16899137666031,0.705,0.204,1.43195538071677e-05,"X22_pDC","VCL"
"CRIM12",1.5679709327364e-08,2.32828556755395,0.152,0.097,4.70391279820919e-05,"X22_pDC","CRIM1"
"RHOA4",2.39691159742353e-08,0.337072873785989,0.688,0.409,7.19073479227058e-05,"X22_pDC","RHOA"
"SIRPD1",3.00702913053925e-08,1.78345771899535,0.67,0.036,9.02108739161775e-05,"X22_pDC","SIRPD"
"CCDC1521",8.66563095266719e-08,1.37975826536351,0.723,0.126,0.000259968928580016,"X22_pDC","CCDC152"
"TREML4",1.26635448721375e-07,4.06795700937285,0.625,0.011,0.000379906346164124,"X22_pDC","TREML4"
"ZDHHC231",1.64999339875462e-07,0.36391945899447,0.705,0.078,0.000494998019626385,"X22_pDC","ZDHHC23"
"ZNF26",2.2714660144857e-07,2.63441094548679,0.107,0.156,0.000681439804345709,"X22_pDC","ZNF26"
"ABCA62",3.18693573298357e-07,3.74047739187784,0.652,0.033,0.00095608071989507,"X22_pDC","ABCA6"
"MIS18BP13",5.76984918453116e-07,0.594997044039457,0.491,0.272,0.00173095475535935,"X22_pDC","MIS18BP1"
"PLEKHO14",1.20421396076883e-06,2.5571250572198,0.393,0.274,0.00361264188230648,"X22_pDC","PLEKHO1"
"RP13-735L24.1",2.74738196774816e-06,3.44626850863913,0.661,0.005,0.00824214590324448,"X22_pDC","RP13-735L24.1"
"FSTL1",3.23098441281689e-06,3.80714178407062,0.634,0.001,0.00969295323845068,"X22_pDC","FSTL1"
"POLR2L5",3.75680151834364e-06,0.551952667135447,0.598,0.395,0.0112704045550309,"X22_pDC","POLR2L"
"LSP17",3.96185717471792e-06,1.82442369944673,0.652,0.423,0.0118855715241538,"X22_pDC","LSP1"
"NDUFA42",2.82972768112787e-05,0.447903145825272,0.625,0.437,0.0848918304338362,"X22_pDC","NDUFA4"
"ZNF1064",3.17410319955147e-05,0.38102380065633,0.491,0.265,0.095223095986544,"X22_pDC","ZNF106"
"EPS8L12",3.47597962208224e-05,3.69848046696022,0.661,0.053,0.104279388662467,"X22_pDC","EPS8L1"
"TRAV38-2DV81",5.44817849069957e-05,0.746236730320323,0.625,0.038,0.163445354720987,"X22_pDC","TRAV38-2DV8"
"LINC010042",0.000211135163660771,5.08051368837549,0.616,0.104,0.633405490982312,"X22_pDC","LINC01004"
"LINC00309",0.000215787740347936,3.80317192790989,0.634,0.01,0.647363221043808,"X22_pDC","LINC00309"
"LCNL13",0.000222414111114627,0.980846088427707,0.196,0.061,0.667242333343882,"X22_pDC","LCNL1"
"PTGIS1",0.000326473706318702,3.3514689608355,0.652,0.018,0.979421118956106,"X22_pDC","PTGIS"
"HOXA10-AS1",0.000447125887122235,3.26490996668841,0.652,0.01,1,"X22_pDC","HOXA10-AS"
"C15orf62",0.000721488164903795,3.10968682987846,0.652,0.015,1,"X22_pDC","C15orf62"
"BLK2",0.00205203475473766,1.04742483901643,0.705,0.068,1,"X22_pDC","BLK"
"CCR31",0.00267331721943989,0.660400061124747,0.616,0.02,1,"X22_pDC","CCR3"
"KB-1183D5.13",0.00308385077733936,1.80780515641014,0.634,0.021,1,"X22_pDC","KB-1183D5.13"
"RP11-308N19.11",0.00341687224710825,1.20991092605193,0.643,0.014,1,"X22_pDC","RP11-308N19.1"
"PLA2G4A1",0.00626113685485732,0.659085420528047,0.661,0.05,1,"X22_pDC","PLA2G4A"
"PPBP",0,4.57060016826556,0.807,0.074,0,"X18_CD4_UNK","PPBP"
"NRGN",0,4.09149314087812,0.857,0.11,0,"X18_CD4_UNK","NRGN"
"SDPR",6.50071907598021e-272,4.83799259407686,0.724,0.037,1.95021572279406e-268,"X18_CD4_UNK","SDPR"
"GNG11",2.16515472487494e-269,4.10049461825214,0.716,0.051,6.49546417462483e-266,"X18_CD4_UNK","GNG11"
"PF4",1.14951258495146e-267,3.99502209183732,0.706,0.049,3.44853775485437e-264,"X18_CD4_UNK","PF4"
"TUBB11",6.38553146170258e-233,4.29279265950126,0.62,0.025,1.91565943851077e-229,"X18_CD4_UNK","TUBB1"
"CLU",6.44770801877245e-167,7.93320887510382,0.435,0.031,1.93431240563173e-163,"X18_CD4_UNK","CLU"
"MYL9",6.70579883595064e-145,5.58025596104853,0.394,0.023,2.01173965078519e-141,"X18_CD4_UNK","MYL9"
"HIST1H2AC1",1.19617564504429e-141,3.54079097306705,0.557,0.116,3.58852693513288e-138,"X18_CD4_UNK","HIST1H2AC"
"TREML1",2.04494006333989e-140,9.26986932899079,0.35,0.019,6.13482019001966e-137,"X18_CD4_UNK","TREML1"
"SPARC",6.59461784702196e-136,11.1323875512896,0.38,0.039,1.97838535410659e-132,"X18_CD4_UNK","SPARC"
"PRKAR2B",1.80439151383234e-126,6.36156062764196,0.461,0.045,5.41317454149702e-123,"X18_CD4_UNK","PRKAR2B"
"ACRBP",2.68919919737944e-120,6.23418324510656,0.4,0.049,8.06759759213831e-117,"X18_CD4_UNK","ACRBP"
"GP9",1.06753091379534e-119,4.54108328499692,0.364,0.009,3.20259274138601e-116,"X18_CD4_UNK","GP9"
"CMTM5",2.6429882068803e-103,5.94186483647746,0.237,0.007,7.92896462064089e-100,"X18_CD4_UNK","CMTM5"
"ITGA2B",8.06244530133558e-103,5.11882127929685,0.29,0.012,2.41873359040068e-99,"X18_CD4_UNK","ITGA2B"
"TMEM40",1.05925200641985e-100,4.28387646597599,0.324,0.016,3.17775601925955e-97,"X18_CD4_UNK","TMEM40"
"HRAT92",1.41640831684272e-90,5.64601923726336,0.286,0.025,4.24922495052817e-87,"X18_CD4_UNK","HRAT92"
"PGRMC11",3.05788369927149e-88,6.47978830651759,0.475,0.137,9.17365109781447e-85,"X18_CD4_UNK","PGRMC1"
"MAP3K7CL",1.07824191402593e-87,13.5057521520682,0.457,0.099,3.23472574207779e-84,"X18_CD4_UNK","MAP3K7CL"
"C2orf88",3.00671924873078e-84,5.24347005033032,0.328,0.05,9.02015774619233e-81,"X18_CD4_UNK","C2orf88"
"TSC22D1",1.1911641320792e-78,10.3086856263381,0.404,0.115,3.5734923962376e-75,"X18_CD4_UNK","TSC22D1"
"CTTN",1.40156562772917e-74,4.71159026883899,0.282,0.023,4.20469688318751e-71,"X18_CD4_UNK","CTTN"
"RGS18",5.52045842531826e-69,7.22623274251611,0.429,0.11,1.65613752759548e-65,"X18_CD4_UNK","RGS18"
"MMD1",1.98761617070065e-59,2.68781674599298,0.318,0.094,5.96284851210194e-56,"X18_CD4_UNK","MMD"
"MTURN",1.6703917771161e-58,11.2424854277551,0.36,0.11,5.0111753313483e-55,"X18_CD4_UNK","MTURN"
"RP11-367G6.3",7.00501353704789e-58,10.4344673132101,0.346,0.086,2.10150406111437e-54,"X18_CD4_UNK","RP11-367G6.3"
"TUBA4A1",4.69460483002533e-57,3.85233864050946,0.573,0.297,1.4083814490076e-53,"X18_CD4_UNK","TUBA4A"
"HBG2",7.48767382210257e-57,3.06502078842393,0.298,0.043,2.24630214663077e-53,"X18_CD4_UNK","HBG2"
"RGS101",1.39056774267966e-54,4.42485620290384,0.682,0.401,4.17170322803899e-51,"X18_CD4_UNK","RGS10"
"HIST1H2BJ",4.51683031332501e-54,4.40115334074923,0.302,0.067,1.3550490939975e-50,"X18_CD4_UNK","HIST1H2BJ"
"CLDN5",3.48183093920541e-52,3.68597988698541,0.215,0.014,1.04454928176162e-48,"X18_CD4_UNK","CLDN5"
"PDZK1IP1",4.48549347643052e-51,7.37654749254911,0.179,0.037,1.34564804292916e-47,"X18_CD4_UNK","PDZK1IP1"
"ENKUR",2.67214134035683e-47,4.1813806136138,0.272,0.033,8.01642402107048e-44,"X18_CD4_UNK","ENKUR"
"CA2",4.14603142559225e-47,9.99979444247293,0.27,0.076,1.24380942767767e-43,"X18_CD4_UNK","CA2"
"ANXA3",3.07517906527748e-46,11.0329745893615,0.245,0.028,9.22553719583245e-43,"X18_CD4_UNK","ANXA3"
"ITGB3",3.4876141435212e-44,10.2305423808047,0.187,0.021,1.04628424305636e-40,"X18_CD4_UNK","ITGB3"
"CLEC1B",8.14176066462741e-43,5.02147819574998,0.185,0.02,2.44252819938822e-39,"X18_CD4_UNK","CLEC1B"
"PDGFA",1.07167988742302e-40,2.6578714362724,0.243,0.007,3.21503966226905e-37,"X18_CD4_UNK","PDGFA"
"AP001189.41",1.25858997555278e-40,5.43794371926387,0.181,0.06,3.77576992665835e-37,"X18_CD4_UNK","AP001189.4"
"HIST1H3H",4.30725919755082e-40,7.09132092213424,0.205,0.066,1.29217775926525e-36,"X18_CD4_UNK","HIST1H3H"
"RUFY1",2.08571939091608e-39,1.83197782699468,0.342,0.163,6.25715817274824e-36,"X18_CD4_UNK","RUFY1"
"SMIM51",1.35595139246272e-38,3.39563026464605,0.217,0.028,4.06785417738817e-35,"X18_CD4_UNK","SMIM5"
"NGFRAP13",6.84902171679969e-37,0.4758458361608,0.376,0.135,2.05470651503991e-33,"X18_CD4_UNK","NGFRAP1"
"PTCRA1",4.10479069907635e-35,1.39352560190007,0.227,0.011,1.2314372097229e-31,"X18_CD4_UNK","PTCRA"
"OST44",6.51187473537929e-34,1.11252554766718,0.65,0.435,1.95356242061379e-30,"X18_CD4_UNK","OST4"
"RPL325",1.95575087018691e-33,0.470795267650965,0.777,0.509,5.86725261056072e-30,"X18_CD4_UNK","RPL32"
"RPL305",5.21800314704277e-33,0.393653552150856,0.777,0.511,1.56540094411283e-29,"X18_CD4_UNK","RPL30"
"RPS126",5.37137039877555e-33,0.394389003089123,0.787,0.506,1.61141111963266e-29,"X18_CD4_UNK","RPS12"
"SMOX",1.76200441125822e-32,10.4004396917745,0.179,0.028,5.28601323377466e-29,"X18_CD4_UNK","SMOX"
"SH3BGRL2",2.70071558725163e-32,4.06295209044831,0.207,0.043,8.1021467617549e-29,"X18_CD4_UNK","SH3BGRL2"
"LCN2",3.01912488163994e-32,10.62763106054,0.109,0.019,9.05737464491982e-29,"X18_CD4_UNK","LCN2"
"RPL136",4.93912365100099e-32,0.406426388822492,0.783,0.532,1.4817370953003e-28,"X18_CD4_UNK","RPL13"
"CALD1",3.9534271006321e-31,0.750218260912064,0.193,0.058,1.18602813018963e-27,"X18_CD4_UNK","CALD1"
"ESAM",4.57189539582812e-31,5.67534515901242,0.149,0.026,1.37156861874844e-27,"X18_CD4_UNK","ESAM"
"RPL39",2.71720811666974e-30,0.360818024432186,0.736,0.531,8.15162435000922e-27,"X18_CD4_UNK","RPL3"
"TPT15",2.48890646664926e-29,0.345985249565151,0.793,0.492,7.46671939994779e-26,"X18_CD4_UNK","TPT1"
"RPS65",4.89509388098096e-29,0.390847838650795,0.732,0.493,1.46852816429429e-25,"X18_CD4_UNK","RPS6"
"RP11-879F14.2",6.43226575706787e-29,5.63681379947775,0.143,0.014,1.92967972712036e-25,"X18_CD4_UNK","RP11-879F14.2"
"RPS295",9.51444271478888e-28,0.411536061723165,0.722,0.517,2.85433281443667e-24,"X18_CD4_UNK","RPS29"
"TAL1",1.05740458722783e-27,6.65043433312606,0.235,0.017,3.17221376168348e-24,"X18_CD4_UNK","TAL1"
"RPS36",1.43464046450553e-27,0.292561383322554,0.751,0.526,4.30392139351659e-24,"X18_CD4_UNK","RPS3"
"LIMS11",1.73697647642953e-27,0.411541286464754,0.483,0.26,5.21092942928859e-24,"X18_CD4_UNK","LIMS1"
"RPS3A4",2.21499459351556e-27,0.380516181133745,0.728,0.495,6.64498378054668e-24,"X18_CD4_UNK","RPS3A"
"LDHB7",1.028164229257e-26,0.267627685402428,0.684,0.437,3.08449268777101e-23,"X18_CD4_UNK","LDHB"
"RPS275",2.10808898371195e-26,0.281946289864523,0.748,0.551,6.32426695113584e-23,"X18_CD4_UNK","RPS27"
"CCR73",2.36695282712401e-25,0.441888270706575,0.563,0.352,7.10085848137202e-22,"X18_CD4_UNK","CCR7"
"RPS4X6",6.22203673880465e-25,0.311834251731488,0.722,0.507,1.86661102164139e-21,"X18_CD4_UNK","RPS4X"
"RPL346",6.95337135441579e-25,0.327518281762178,0.718,0.502,2.08601140632474e-21,"X18_CD4_UNK","RPL34"
"MYLK",9.36521571041983e-25,1.97648421233573,0.185,0.073,2.80956471312595e-21,"X18_CD4_UNK","MYLK"
"CTDSPL",2.82502232737091e-24,2.19361471980804,0.179,0.054,8.47506698211274e-21,"X18_CD4_UNK","CTDSPL"
"RPL214",7.54633393184322e-24,0.301664966403786,0.72,0.499,2.26390017955297e-20,"X18_CD4_UNK","RPL21"
"TRAPPC3L",1.62479807211272e-23,4.25010400901799,0.219,0.016,4.87439421633816e-20,"X18_CD4_UNK","TRAPPC3L"
"MMRN1",2.68116253810305e-23,4.24081269865354,0.217,0.018,8.04348761430916e-20,"X18_CD4_UNK","MMRN1"
"RAB27B",4.68021113107155e-23,6.9225889473975,0.282,0.076,1.40406333932147e-19,"X18_CD4_UNK","RAB27B"
"TPM1",6.94550369199888e-23,1.98032308506687,0.26,0.121,2.08365110759966e-19,"X18_CD4_UNK","TPM1"
"HGD1",9.1600411377177e-23,3.4903890698047,0.199,0.05,2.74801234131531e-19,"X18_CD4_UNK","HGD"
"CTSA4",5.87776341058465e-22,0.867982614913263,0.37,0.207,1.7633290231754e-18,"X18_CD4_UNK","CTSA"
"RPS264",1.19450586091331e-21,0.87032153445573,0.561,0.37,3.58351758273994e-18,"X18_CD4_UNK","RPS26"
"LEF14",2.38337405755654e-21,0.314454562718995,0.521,0.291,7.15012217266961e-18,"X18_CD4_UNK","LEF1"
"TCF75",4.41670986574085e-21,1.11643726485545,0.624,0.392,1.32501295972225e-17,"X18_CD4_UNK","TCF7"
"DMTN",1.57619298548087e-20,0.343797148421235,0.276,0.129,4.72857895644261e-17,"X18_CD4_UNK","DMTN"
"FAXDC2",1.61273278979428e-20,8.06011312700663,0.131,0.064,4.83819836938283e-17,"X18_CD4_UNK","FAXDC2"
"RPL106",5.16495867007537e-20,0.250117290794605,0.738,0.514,1.54948760102261e-16,"X18_CD4_UNK","RPL10"
"DAB22",1.60527744081669e-19,4.53871531295369,0.252,0.068,4.81583232245006e-16,"X18_CD4_UNK","DAB2"
"MEIS11",4.47518241303995e-19,6.17105128357641,0.149,0.032,1.34255472391199e-15,"X18_CD4_UNK","MEIS1"
"MPP11",6.62529189152126e-19,6.20080306101593,0.262,0.112,1.98758756745638e-15,"X18_CD4_UNK","MPP1"
"PVALB",6.68316930931454e-19,4.97767666374852,0.187,0.038,2.00495079279436e-15,"X18_CD4_UNK","PVALB"
"RPS186",6.69605240424177e-19,0.262635752029055,0.712,0.524,2.00881572127253e-15,"X18_CD4_UNK","RPS18"
"LINC00853",7.41741585669952e-19,3.43973073493732,0.185,0.01,2.22522475700986e-15,"X18_CD4_UNK","LINC00853"
"SPDYC",1.91812076080583e-18,4.97708541043455,0.111,0.005,5.75436228241749e-15,"X18_CD4_UNK","SPDYC"
"PDE5A",1.52052828414648e-17,3.7438225619163,0.221,0.044,4.56158485243945e-14,"X18_CD4_UNK","PDE5A"
"NT5C3A2",4.41901450713544e-17,4.0436070497497,0.324,0.186,1.32570435214063e-13,"X18_CD4_UNK","NT5C3A"
"CD92",4.1779933445022e-16,4.09388487818072,0.177,0.063,1.25339800335066e-12,"X18_CD4_UNK","CD9"
"GP1BA",5.11960349933232e-16,8.12011134409922,0.177,0.024,1.5358810497997e-12,"X18_CD4_UNK","GP1BA"
"EEF1B25",2.54007837444515e-15,0.357454294208878,0.628,0.464,7.62023512333546e-12,"X18_CD4_UNK","EEF1B2"
"RGS6",8.80246615466455e-15,3.66563541643422,0.115,0.011,2.64073984639936e-11,"X18_CD4_UNK","RGS6"
"RPL314",1.52676411339032e-14,0.430320431202549,0.579,0.461,4.58029234017095e-11,"X18_CD4_UNK","RPL31"
"RSU12",2.66932407229117e-14,0.973459816540555,0.254,0.162,8.00797221687352e-11,"X18_CD4_UNK","RSU1"
"OXNAD14",3.61242435200483e-14,1.33284964286431,0.475,0.265,1.08372730560145e-10,"X18_CD4_UNK","OXNAD1"
"NEXN1",1.23330642739085e-13,0.377255820412492,0.239,0.095,3.69991928217254e-10,"X18_CD4_UNK","NEXN"
"ACTN12",2.21273553631309e-13,0.540176237206754,0.332,0.212,6.63820660893926e-10,"X18_CD4_UNK","ACTN1"
"NPM14",2.83358249545848e-13,0.457796194581892,0.614,0.456,8.50074748637543e-10,"X18_CD4_UNK","NPM1"
"RCAN36",3.7099504942674e-13,0.44927315105118,0.537,0.331,1.11298514828022e-09,"X18_CD4_UNK","RCAN3"
"TRABD2A2",6.50100662198636e-13,0.595436848490558,0.469,0.276,1.95030198659591e-09,"X18_CD4_UNK","TRABD2A"
"SKAP25",6.6837448700911e-13,0.361903106544554,0.076,0.205,2.00512346102733e-09,"X18_CD4_UNK","SKAP2"
"GIMAP74",9.28154014450486e-13,0.280522441068455,0.612,0.475,2.78446204335146e-09,"X18_CD4_UNK","GIMAP7"
"VCL1",1.13674384481425e-12,5.76195561934073,0.304,0.204,3.41023153444276e-09,"X18_CD4_UNK","VCL"
"LINC00989",2.20220974914556e-12,6.78341378324121,0.123,0.034,6.60662924743667e-09,"X18_CD4_UNK","LINC00989"
"PDLIM11",2.77753381830868e-12,5.35057203190095,0.233,0.096,8.33260145492605e-09,"X18_CD4_UNK","PDLIM1"
"MFAP3L",3.77348264737659e-12,1.09895450423774,0.191,0.021,1.13204479421298e-08,"X18_CD4_UNK","MFAP3L"
"HEMGN",1.32565881312678e-11,8.03063558036978,0.183,0.099,3.97697643938034e-08,"X18_CD4_UNK","HEMGN"
"SPC25",3.99970404410723e-11,3.33098591470563,0.195,0.002,1.19991121323217e-07,"X18_CD4_UNK","SPC25"
"TNNC2",1.51475562351287e-10,1.48919259015167,0.137,0.051,4.5442668705386e-07,"X18_CD4_UNK","TNNC2"
"HIST1H2AE",3.51814881473507e-10,4.17035904986272,0.129,0.068,1.05544464442052e-06,"X18_CD4_UNK","HIST1H2AE"
"HRASLS",4.37152181872721e-10,3.55231758745614,0.145,0.004,1.31145654561816e-06,"X18_CD4_UNK","HRASLS"
"TPM4",5.07868614861488e-10,4.47549285276673,0.362,0.242,1.52360584458446e-06,"X18_CD4_UNK","TPM4"
"HBD",6.67314049737443e-10,4.05123804463348,0.157,0.003,2.00194214921233e-06,"X18_CD4_UNK","HBD"
"CX3CR12",1.41840796495131e-09,1.09755248266308,0.085,0.207,4.25522389485393e-06,"X18_CD4_UNK","CX3CR1"
"TMEM45A",1.79133823674327e-09,2.59481318751778,0.179,0.011,5.3740147102298e-06,"X18_CD4_UNK","TMEM45A"
"ELOVL7",1.91340911700409e-09,2.96935438340079,0.185,0.02,5.74022735101227e-06,"X18_CD4_UNK","ELOVL7"
"IGFBP21",3.58912324683844e-09,2.55081127359082,0.167,0.021,1.07673697405153e-05,"X18_CD4_UNK","IGFBP2"
"FERMT33",4.39964959198154e-08,3.52877623109299,0.366,0.29,0.000131989487759446,"X18_CD4_UNK","FERMT3"
"TLN15",6.28382069832494e-08,0.884145045016818,0.459,0.382,0.000188514620949748,"X18_CD4_UNK","TLN1"
"SOCS21",8.60474361942625e-08,1.91437742485295,0.195,0.106,0.000258142308582787,"X18_CD4_UNK","SOCS2"
"FHL14",9.57528439874917e-08,1.4464765929945,0.181,0.106,0.000287258531962475,"X18_CD4_UNK","FHL1"
"ZNF1012",1.41799798597947e-07,0.902987828839269,0.312,0.212,0.000425399395793842,"X18_CD4_UNK","ZNF101"
"HSPB14",2.02392907224701e-07,0.628051022521822,0.33,0.24,0.000607178721674104,"X18_CD4_UNK","HSPB1"
"RAB6B1",2.97078631864046e-07,1.78640413130591,0.101,0.032,0.000891235895592137,"X18_CD4_UNK","RAB6B"
"CD151",4.94514321877137e-07,0.815292232228573,0.153,0.095,0.00148354296563141,"X18_CD4_UNK","CD151"
"TUBA1C1",6.15382808240676e-06,0.600476341347163,0.221,0.125,0.0184614842472203,"X18_CD4_UNK","TUBA1C"
"CDK62",6.62450660814032e-06,2.08694555769875,0.272,0.153,0.0198735198244209,"X18_CD4_UNK","CDK6"
"RSPH141",6.85694245323329e-06,2.6402535004006,0.123,0.007,0.0205708273596999,"X18_CD4_UNK","RSPH14"
"LAMTOR13",0.000291298249818558,0.315371589367459,0.459,0.357,0.873894749455674,"X18_CD4_UNK","LAMTOR1"
"GATA21",0.000497348582026241,1.91688863067476,0.125,0.013,1,"X18_CD4_UNK","GATA2"
"TRBC24",0.000788229652153655,1.55913558294506,0.465,0.38,1,"X18_CD4_UNK","TRBC2"
"ZSCAN31",0.0011178840409556,2.05840218323236,0.103,0.02,1,"X18_CD4_UNK","ZSCAN31"
"ARHGEF121",0.00123710729970493,0.504102871991483,0.205,0.095,1,"X18_CD4_UNK","ARHGEF12"
"LONRF3",0.00128712016449899,8.27909313570185,0.185,0.079,1,"X18_CD4_UNK","LONRF3"
"RP3-329E20.2",0.00142681899425361,3.14971350149231,0.127,0.012,1,"X18_CD4_UNK","RP3-329E20.2"
"RP11-260E18.11",0.00217205388803999,1.28551510323364,0.123,0.05,1,"X18_CD4_UNK","RP11-260E18.1"
"NPDC12",0.00410946231270053,2.44982761407212,0.135,0.084,1,"X18_CD4_UNK","NPDC1"
"RP11-290L1.21",0.00452678194000529,2.99062016374802,0.213,0.053,1,"X18_CD4_UNK","RP11-290L1.2"
"RP11-323J4.1",0.00572817577196121,2.16863010055821,0.135,0.006,1,"X18_CD4_UNK","RP11-323J4.1"
"TCAF1",0.00580532804575228,4.77020549405409,0.189,0.15,1,"X18_CD4_UNK","TCAF1"
"SHISA2",0.00867469059913611,2.05084745358265,0.117,0.025,1,"X18_CD4_UNK","SHISA2"
"PPBP1",6.54413231026361e-86,4.97691650309304,0.953,0.083,1.96323969307908e-82,"X24_CD14Mono_PPBP","PPBP"
"SDPR1",1.78882802726078e-77,4.23688753183434,0.938,0.045,5.36648408178233e-74,"X24_CD14Mono_PPBP","SDPR"
"TUBB12",3.01195982183055e-72,5.28780257559643,0.922,0.032,9.03587946549166e-69,"X24_CD14Mono_PPBP","TUBB1"
"PF41",2.76990769210778e-68,5.23654671874093,0.938,0.056,8.30972307632333e-65,"X24_CD14Mono_PPBP","PF4"
"NRGN1",1.02037385005863e-62,5.13839509505602,0.969,0.119,3.0611215501759e-59,"X24_CD14Mono_PPBP","NRGN"
"GPX13",2.61696775214104e-61,7.20734883627481,1,0.283,7.85090325642311e-58,"X24_CD14Mono_PPBP","GPX1"
"GNG111",8.14972821901461e-61,5.20349311978014,0.859,0.059,2.44491846570438e-57,"X24_CD14Mono_PPBP","GNG11"
"LYZ3",4.47974294327791e-57,1.59367946501096,1,0.141,1.34392288298337e-53,"X24_CD14Mono_PPBP","LYZ"
"S100A93",6.03244445183971e-57,2.56644308661353,1,0.14,1.80973333555191e-53,"X24_CD14Mono_PPBP","S100A9"
"GP91",1.19911232842815e-53,5.68881519524879,0.766,0.013,3.59733698528444e-50,"X24_CD14Mono_PPBP","GP9"
"RGS181",8.56237259538755e-52,3.33146362185792,0.891,0.113,2.56871177861626e-48,"X24_CD14Mono_PPBP","RGS18"
"F13A1",1.92688402742336e-51,12.0875214000147,0.859,0.084,5.78065208227008e-48,"X24_CD14Mono_PPBP","F13A1"
"HIST1H2AC2",4.58899762914356e-51,5.73858875697811,0.828,0.121,1.37669928874307e-47,"X24_CD14Mono_PPBP","HIST1H2AC"
"OAZ13",4.283000499297e-47,2.8224986138783,1,0.368,1.2849001497891e-43,"X24_CD14Mono_PPBP","OAZ1"
"S100A82",5.08458809579005e-44,1.63414063265431,0.984,0.124,1.52537642873701e-40,"X24_CD14Mono_PPBP","S100A8"
"TMEM401",5.09586251446887e-42,5.95106428856391,0.625,0.019,1.52875875434066e-38,"X24_CD14Mono_PPBP","TMEM40"
"PRKAR2B1",2.1967894957567e-39,4.08068124204421,0.734,0.05,6.59036848727009e-36,"X24_CD14Mono_PPBP","PRKAR2B"
"H3F3A4",1.00844934410982e-36,3.55774139450591,0.984,0.405,3.02534803232947e-33,"X24_CD14Mono_PPBP","H3F3A"
"NCOA41",3.86005599075025e-36,7.55242237521915,0.844,0.241,1.15801679722508e-32,"X24_CD14Mono_PPBP","NCOA4"
"PTCRA2",3.54851529161432e-35,3.43297572697169,0.688,0.013,1.0645545874843e-31,"X24_CD14Mono_PPBP","PTCRA"
"PLEKHO15",2.20084809682359e-32,1.97619174903614,0.969,0.273,6.60254429047076e-29,"X24_CD14Mono_PPBP","PLEKHO1"
"C2orf881",5.32235666693927e-32,5.28552877086977,0.547,0.053,1.59670700008178e-28,"X24_CD14Mono_PPBP","C2orf88"
"LIMS12",7.91108530791193e-32,1.64749200050257,0.844,0.262,2.37332559237358e-28,"X24_CD14Mono_PPBP","LIMS1"
"ACRBP1",3.61186354319795e-31,3.51559890990024,0.672,0.053,1.08355906295939e-27,"X24_CD14Mono_PPBP","ACRBP"
"CMTM51",1.48106425913854e-30,4.60181743434009,0.562,0.01,4.44319277741563e-27,"X24_CD14Mono_PPBP","CMTM5"
"VCAN2",1.65783827272391e-29,1.12387987697383,1,0.121,4.97351481817174e-26,"X24_CD14Mono_PPBP","VCAN"
"NEAT13",3.45407743884596e-29,0.404063084755638,0.984,0.235,1.03622323165379e-25,"X24_CD14Mono_PPBP","NEAT1"
"IL17RA1",3.52295524393284e-28,0.807811158079261,0.922,0.201,1.05688657317985e-24,"X24_CD14Mono_PPBP","IL17RA"
"CLEC1B1",2.6599311253303e-27,4.74631120788423,0.531,0.021,7.97979337599089e-24,"X24_CD14Mono_PPBP","CLEC1B"
"LGALSL",6.1577160996679e-27,5.25480506562309,0.5,0.028,1.84731482990037e-23,"X24_CD14Mono_PPBP","LGALSL"
"CLEC12A1",1.93835345360521e-26,0.874472262214887,0.953,0.148,5.81506036081562e-23,"X24_CD14Mono_PPBP","CLEC12A"
"TLN16",2.19443448091996e-26,3.0185805301537,0.844,0.382,6.58330344275987e-23,"X24_CD14Mono_PPBP","TLN1"
"HRAT921",2.68600578537455e-26,4.77910252805311,0.5,0.028,8.05801735612365e-23,"X24_CD14Mono_PPBP","HRAT92"
"TPM41",9.87373219085799e-26,6.06110158744318,0.812,0.243,2.9621196572574e-22,"X24_CD14Mono_PPBP","TPM4"
"ARPC1B5",1.00007499775276e-25,1.36496804748672,0.953,0.387,3.00022499325829e-22,"X24_CD14Mono_PPBP","ARPC1B"
